Reference, Reference URL, Secondary, Secondary URL, Pair Perpendicular Baseline (meters), Pair Temporal Baseline (days)
S1A_IW_SLC__1SDV_20210906T102756_20210906T102824_039560_04AD01_90E8,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210906T102756_20210906T102824_039560_04AD01_90E8.zip,S1A_IW_SLC__1SDV_20211012T102757_20211012T102825_040085_04BF06_D320,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211012T102757_20211012T102825_040085_04BF06_D320.zip,85,36
S1A_IW_SLC__1SDV_20210918T102757_20210918T102825_039735_04B2EF_B779,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210918T102757_20210918T102825_039735_04B2EF_B779.zip,S1A_IW_SLC__1SDV_20210930T102757_20210930T102825_039910_04B8F3_4C03,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210930T102757_20210930T102825_039910_04B8F3_4C03.zip,87,12
S1A_IW_SLC__1SDV_20210918T102757_20210918T102825_039735_04B2EF_B779,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210918T102757_20210918T102825_039735_04B2EF_B779.zip,S1A_IW_SLC__1SDV_20211012T102757_20211012T102825_040085_04BF06_D320,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211012T102757_20211012T102825_040085_04BF06_D320.zip,72,24
S1A_IW_SLC__1SDV_20210918T102757_20210918T102825_039735_04B2EF_B779,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210918T102757_20210918T102825_039735_04B2EF_B779.zip,S1A_IW_SLC__1SDV_20211024T102757_20211024T102825_040260_04C522_DB9D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211024T102757_20211024T102825_040260_04C522_DB9D.zip,35,36
S1A_IW_SLC__1SDV_20210930T102757_20210930T102825_039910_04B8F3_4C03,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210930T102757_20210930T102825_039910_04B8F3_4C03.zip,S1A_IW_SLC__1SDV_20211012T102757_20211012T102825_040085_04BF06_D320,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211012T102757_20211012T102825_040085_04BF06_D320.zip,15,12
S1A_IW_SLC__1SDV_20210930T102757_20210930T102825_039910_04B8F3_4C03,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210930T102757_20210930T102825_039910_04B8F3_4C03.zip,S1A_IW_SLC__1SDV_20211024T102757_20211024T102825_040260_04C522_DB9D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211024T102757_20211024T102825_040260_04C522_DB9D.zip,52,24
S1A_IW_SLC__1SDV_20210930T102757_20210930T102825_039910_04B8F3_4C03,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20210930T102757_20210930T102825_039910_04B8F3_4C03.zip,S1A_IW_SLC__1SDV_20211105T102757_20211105T102825_040435_04CB3A_CA13,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211105T102757_20211105T102825_040435_04CB3A_CA13.zip,149,36
S1A_IW_SLC__1SDV_20211012T102757_20211012T102825_040085_04BF06_D320,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211012T102757_20211012T102825_040085_04BF06_D320.zip,S1A_IW_SLC__1SDV_20211024T102757_20211024T102825_040260_04C522_DB9D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211024T102757_20211024T102825_040260_04C522_DB9D.zip,37,12
S1A_IW_SLC__1SDV_20211012T102757_20211012T102825_040085_04BF06_D320,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211012T102757_20211012T102825_040085_04BF06_D320.zip,S1A_IW_SLC__1SDV_20211105T102757_20211105T102825_040435_04CB3A_CA13,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211105T102757_20211105T102825_040435_04CB3A_CA13.zip,134,24
S1A_IW_SLC__1SDV_20211012T102757_20211012T102825_040085_04BF06_D320,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211012T102757_20211012T102825_040085_04BF06_D320.zip,S1A_IW_SLC__1SDV_20211117T102757_20211117T102825_040610_04D143_3F1C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211117T102757_20211117T102825_040610_04D143_3F1C.zip,98,36
S1A_IW_SLC__1SDV_20211024T102757_20211024T102825_040260_04C522_DB9D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211024T102757_20211024T102825_040260_04C522_DB9D.zip,S1A_IW_SLC__1SDV_20211105T102757_20211105T102825_040435_04CB3A_CA13,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211105T102757_20211105T102825_040435_04CB3A_CA13.zip,97,12
S1A_IW_SLC__1SDV_20211024T102757_20211024T102825_040260_04C522_DB9D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211024T102757_20211024T102825_040260_04C522_DB9D.zip,S1A_IW_SLC__1SDV_20211117T102757_20211117T102825_040610_04D143_3F1C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211117T102757_20211117T102825_040610_04D143_3F1C.zip,61,24
S1A_IW_SLC__1SDV_20211024T102757_20211024T102825_040260_04C522_DB9D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211024T102757_20211024T102825_040260_04C522_DB9D.zip,S1A_IW_SLC__1SDV_20211129T102756_20211129T102824_040785_04D755_FB49,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211129T102756_20211129T102824_040785_04D755_FB49.zip,29,36
S1A_IW_SLC__1SDV_20211105T102757_20211105T102825_040435_04CB3A_CA13,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211105T102757_20211105T102825_040435_04CB3A_CA13.zip,S1A_IW_SLC__1SDV_20211117T102757_20211117T102825_040610_04D143_3F1C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211117T102757_20211117T102825_040610_04D143_3F1C.zip,36,12
S1A_IW_SLC__1SDV_20211105T102757_20211105T102825_040435_04CB3A_CA13,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211105T102757_20211105T102825_040435_04CB3A_CA13.zip,S1A_IW_SLC__1SDV_20211129T102756_20211129T102824_040785_04D755_FB49,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211129T102756_20211129T102824_040785_04D755_FB49.zip,68,24
S1A_IW_SLC__1SDV_20211105T102757_20211105T102825_040435_04CB3A_CA13,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211105T102757_20211105T102825_040435_04CB3A_CA13.zip,S1A_IW_SLC__1SDV_20211211T102756_20211211T102824_040960_04DD65_0A24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211211T102756_20211211T102824_040960_04DD65_0A24.zip,113,36
S1A_IW_SLC__1SDV_20211117T102757_20211117T102825_040610_04D143_3F1C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211117T102757_20211117T102825_040610_04D143_3F1C.zip,S1A_IW_SLC__1SDV_20211129T102756_20211129T102824_040785_04D755_FB49,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211129T102756_20211129T102824_040785_04D755_FB49.zip,32,12
S1A_IW_SLC__1SDV_20211117T102757_20211117T102825_040610_04D143_3F1C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211117T102757_20211117T102825_040610_04D143_3F1C.zip,S1A_IW_SLC__1SDV_20211211T102756_20211211T102824_040960_04DD65_0A24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211211T102756_20211211T102824_040960_04DD65_0A24.zip,77,24
S1A_IW_SLC__1SDV_20211117T102757_20211117T102825_040610_04D143_3F1C,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211117T102757_20211117T102825_040610_04D143_3F1C.zip,S1A_IW_SLC__1SDV_20211223T102755_20211223T102823_041135_04E334_53CD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211223T102755_20211223T102823_041135_04E334_53CD.zip,18,36
S1A_IW_SLC__1SDV_20211129T102756_20211129T102824_040785_04D755_FB49,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211129T102756_20211129T102824_040785_04D755_FB49.zip,S1A_IW_SLC__1SDV_20211211T102756_20211211T102824_040960_04DD65_0A24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211211T102756_20211211T102824_040960_04DD65_0A24.zip,45,12
S1A_IW_SLC__1SDV_20211129T102756_20211129T102824_040785_04D755_FB49,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211129T102756_20211129T102824_040785_04D755_FB49.zip,S1A_IW_SLC__1SDV_20211223T102755_20211223T102823_041135_04E334_53CD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211223T102755_20211223T102823_041135_04E334_53CD.zip,50,24
S1A_IW_SLC__1SDV_20211129T102756_20211129T102824_040785_04D755_FB49,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211129T102756_20211129T102824_040785_04D755_FB49.zip,S1A_IW_SLC__1SDV_20220104T102755_20220104T102823_041310_04E925_A665,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220104T102755_20220104T102823_041310_04E925_A665.zip,55,36
S1A_IW_SLC__1SDV_20211211T102756_20211211T102824_040960_04DD65_0A24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211211T102756_20211211T102824_040960_04DD65_0A24.zip,S1A_IW_SLC__1SDV_20211223T102755_20211223T102823_041135_04E334_53CD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211223T102755_20211223T102823_041135_04E334_53CD.zip,95,12
S1A_IW_SLC__1SDV_20211211T102756_20211211T102824_040960_04DD65_0A24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211211T102756_20211211T102824_040960_04DD65_0A24.zip,S1A_IW_SLC__1SDV_20220104T102755_20220104T102823_041310_04E925_A665,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220104T102755_20220104T102823_041310_04E925_A665.zip,100,24
S1A_IW_SLC__1SDV_20211211T102756_20211211T102824_040960_04DD65_0A24,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211211T102756_20211211T102824_040960_04DD65_0A24.zip,S1A_IW_SLC__1SDV_20220116T102754_20220116T102822_041485_04EEDC_1655,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220116T102754_20220116T102822_041485_04EEDC_1655.zip,105,36
S1A_IW_SLC__1SDV_20211223T102755_20211223T102823_041135_04E334_53CD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211223T102755_20211223T102823_041135_04E334_53CD.zip,S1A_IW_SLC__1SDV_20220104T102755_20220104T102823_041310_04E925_A665,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220104T102755_20220104T102823_041310_04E925_A665.zip,5,12
S1A_IW_SLC__1SDV_20211223T102755_20211223T102823_041135_04E334_53CD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211223T102755_20211223T102823_041135_04E334_53CD.zip,S1A_IW_SLC__1SDV_20220116T102754_20220116T102822_041485_04EEDC_1655,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220116T102754_20220116T102822_041485_04EEDC_1655.zip,10,24
S1A_IW_SLC__1SDV_20211223T102755_20211223T102823_041135_04E334_53CD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20211223T102755_20211223T102823_041135_04E334_53CD.zip,S1A_IW_SLC__1SDV_20220128T102754_20220128T102822_041660_04F4CA_F3FF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220128T102754_20220128T102822_041660_04F4CA_F3FF.zip,12,36
S1A_IW_SLC__1SDV_20220104T102755_20220104T102823_041310_04E925_A665,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220104T102755_20220104T102823_041310_04E925_A665.zip,S1A_IW_SLC__1SDV_20220116T102754_20220116T102822_041485_04EEDC_1655,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220116T102754_20220116T102822_041485_04EEDC_1655.zip,5,12
S1A_IW_SLC__1SDV_20220104T102755_20220104T102823_041310_04E925_A665,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220104T102755_20220104T102823_041310_04E925_A665.zip,S1A_IW_SLC__1SDV_20220128T102754_20220128T102822_041660_04F4CA_F3FF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220128T102754_20220128T102822_041660_04F4CA_F3FF.zip,7,24
S1A_IW_SLC__1SDV_20220104T102755_20220104T102823_041310_04E925_A665,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220104T102755_20220104T102823_041310_04E925_A665.zip,S1A_IW_SLC__1SDV_20220209T102753_20220209T102820_041835_04FAE9_2155,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220209T102753_20220209T102820_041835_04FAE9_2155.zip,64,36
S1A_IW_SLC__1SDV_20220116T102754_20220116T102822_041485_04EEDC_1655,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220116T102754_20220116T102822_041485_04EEDC_1655.zip,S1A_IW_SLC__1SDV_20220128T102754_20220128T102822_041660_04F4CA_F3FF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220128T102754_20220128T102822_041660_04F4CA_F3FF.zip,2,12
S1A_IW_SLC__1SDV_20220116T102754_20220116T102822_041485_04EEDC_1655,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220116T102754_20220116T102822_041485_04EEDC_1655.zip,S1A_IW_SLC__1SDV_20220209T102753_20220209T102820_041835_04FAE9_2155,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220209T102753_20220209T102820_041835_04FAE9_2155.zip,69,24
S1A_IW_SLC__1SDV_20220116T102754_20220116T102822_041485_04EEDC_1655,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220116T102754_20220116T102822_041485_04EEDC_1655.zip,S1A_IW_SLC__1SDV_20220221T102753_20220221T102821_042010_0500FC_6702,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220221T102753_20220221T102821_042010_0500FC_6702.zip,126,36
S1A_IW_SLC__1SDV_20220128T102754_20220128T102822_041660_04F4CA_F3FF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220128T102754_20220128T102822_041660_04F4CA_F3FF.zip,S1A_IW_SLC__1SDV_20220209T102753_20220209T102820_041835_04FAE9_2155,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220209T102753_20220209T102820_041835_04FAE9_2155.zip,71,12
S1A_IW_SLC__1SDV_20220128T102754_20220128T102822_041660_04F4CA_F3FF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220128T102754_20220128T102822_041660_04F4CA_F3FF.zip,S1A_IW_SLC__1SDV_20220221T102753_20220221T102821_042010_0500FC_6702,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220221T102753_20220221T102821_042010_0500FC_6702.zip,128,24
S1A_IW_SLC__1SDV_20220128T102754_20220128T102822_041660_04F4CA_F3FF,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220128T102754_20220128T102822_041660_04F4CA_F3FF.zip,S1A_IW_SLC__1SDV_20220305T102753_20220305T102821_042185_0506EB_7A2A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220305T102753_20220305T102821_042185_0506EB_7A2A.zip,65,36
S1A_IW_SLC__1SDV_20220209T102753_20220209T102820_041835_04FAE9_2155,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220209T102753_20220209T102820_041835_04FAE9_2155.zip,S1A_IW_SLC__1SDV_20220221T102753_20220221T102821_042010_0500FC_6702,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220221T102753_20220221T102821_042010_0500FC_6702.zip,57,12
S1A_IW_SLC__1SDV_20220209T102753_20220209T102820_041835_04FAE9_2155,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220209T102753_20220209T102820_041835_04FAE9_2155.zip,S1A_IW_SLC__1SDV_20220305T102753_20220305T102821_042185_0506EB_7A2A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220305T102753_20220305T102821_042185_0506EB_7A2A.zip,6,24
S1A_IW_SLC__1SDV_20220209T102753_20220209T102820_041835_04FAE9_2155,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220209T102753_20220209T102820_041835_04FAE9_2155.zip,S1A_IW_SLC__1SDV_20220317T102753_20220317T102821_042360_050CD9_9AAD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220317T102753_20220317T102821_042360_050CD9_9AAD.zip,68,36
S1A_IW_SLC__1SDV_20220221T102753_20220221T102821_042010_0500FC_6702,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220221T102753_20220221T102821_042010_0500FC_6702.zip,S1A_IW_SLC__1SDV_20220305T102753_20220305T102821_042185_0506EB_7A2A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220305T102753_20220305T102821_042185_0506EB_7A2A.zip,63,12
S1A_IW_SLC__1SDV_20220221T102753_20220221T102821_042010_0500FC_6702,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220221T102753_20220221T102821_042010_0500FC_6702.zip,S1A_IW_SLC__1SDV_20220317T102753_20220317T102821_042360_050CD9_9AAD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220317T102753_20220317T102821_042360_050CD9_9AAD.zip,125,24
S1A_IW_SLC__1SDV_20220221T102753_20220221T102821_042010_0500FC_6702,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220221T102753_20220221T102821_042010_0500FC_6702.zip,S1A_IW_SLC__1SDV_20220329T102754_20220329T102821_042535_0512CB_581D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220329T102754_20220329T102821_042535_0512CB_581D.zip,67,36
S1A_IW_SLC__1SDV_20220305T102753_20220305T102821_042185_0506EB_7A2A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220305T102753_20220305T102821_042185_0506EB_7A2A.zip,S1A_IW_SLC__1SDV_20220317T102753_20220317T102821_042360_050CD9_9AAD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220317T102753_20220317T102821_042360_050CD9_9AAD.zip,62,12
S1A_IW_SLC__1SDV_20220305T102753_20220305T102821_042185_0506EB_7A2A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220305T102753_20220305T102821_042185_0506EB_7A2A.zip,S1A_IW_SLC__1SDV_20220329T102754_20220329T102821_042535_0512CB_581D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220329T102754_20220329T102821_042535_0512CB_581D.zip,4,24
S1A_IW_SLC__1SDV_20220305T102753_20220305T102821_042185_0506EB_7A2A,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220305T102753_20220305T102821_042185_0506EB_7A2A.zip,S1A_IW_SLC__1SDV_20220410T102754_20220410T102822_042710_0518B4_D2F1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220410T102754_20220410T102822_042710_0518B4_D2F1.zip,13,36
S1A_IW_SLC__1SDV_20220317T102753_20220317T102821_042360_050CD9_9AAD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220317T102753_20220317T102821_042360_050CD9_9AAD.zip,S1A_IW_SLC__1SDV_20220329T102754_20220329T102821_042535_0512CB_581D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220329T102754_20220329T102821_042535_0512CB_581D.zip,58,12
S1A_IW_SLC__1SDV_20220317T102753_20220317T102821_042360_050CD9_9AAD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220317T102753_20220317T102821_042360_050CD9_9AAD.zip,S1A_IW_SLC__1SDV_20220410T102754_20220410T102822_042710_0518B4_D2F1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220410T102754_20220410T102822_042710_0518B4_D2F1.zip,49,24
S1A_IW_SLC__1SDV_20220317T102753_20220317T102821_042360_050CD9_9AAD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220317T102753_20220317T102821_042360_050CD9_9AAD.zip,S1A_IW_SLC__1SDV_20220422T102754_20220422T102822_042885_051E8A_20C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220422T102754_20220422T102822_042885_051E8A_20C9.zip,120,36
S1A_IW_SLC__1SDV_20220329T102754_20220329T102821_042535_0512CB_581D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220329T102754_20220329T102821_042535_0512CB_581D.zip,S1A_IW_SLC__1SDV_20220410T102754_20220410T102822_042710_0518B4_D2F1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220410T102754_20220410T102822_042710_0518B4_D2F1.zip,9,12
S1A_IW_SLC__1SDV_20220329T102754_20220329T102821_042535_0512CB_581D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220329T102754_20220329T102821_042535_0512CB_581D.zip,S1A_IW_SLC__1SDV_20220422T102754_20220422T102822_042885_051E8A_20C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220422T102754_20220422T102822_042885_051E8A_20C9.zip,62,24
S1A_IW_SLC__1SDV_20220329T102754_20220329T102821_042535_0512CB_581D,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220329T102754_20220329T102821_042535_0512CB_581D.zip,S1A_IW_SLC__1SDV_20220504T102754_20220504T102822_043060_052453_BCCD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220504T102754_20220504T102822_043060_052453_BCCD.zip,137,36
S1A_IW_SLC__1SDV_20220410T102754_20220410T102822_042710_0518B4_D2F1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220410T102754_20220410T102822_042710_0518B4_D2F1.zip,S1A_IW_SLC__1SDV_20220422T102754_20220422T102822_042885_051E8A_20C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220422T102754_20220422T102822_042885_051E8A_20C9.zip,71,12
S1A_IW_SLC__1SDV_20220410T102754_20220410T102822_042710_0518B4_D2F1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220410T102754_20220410T102822_042710_0518B4_D2F1.zip,S1A_IW_SLC__1SDV_20220504T102754_20220504T102822_043060_052453_BCCD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220504T102754_20220504T102822_043060_052453_BCCD.zip,128,24
S1A_IW_SLC__1SDV_20220410T102754_20220410T102822_042710_0518B4_D2F1,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220410T102754_20220410T102822_042710_0518B4_D2F1.zip,S1A_IW_SLC__1SDV_20220516T102756_20220516T102824_043235_0529D4_6874,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220516T102756_20220516T102824_043235_0529D4_6874.zip,25,36
S1A_IW_SLC__1SDV_20220422T102754_20220422T102822_042885_051E8A_20C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220422T102754_20220422T102822_042885_051E8A_20C9.zip,S1A_IW_SLC__1SDV_20220504T102754_20220504T102822_043060_052453_BCCD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220504T102754_20220504T102822_043060_052453_BCCD.zip,199,12
S1A_IW_SLC__1SDV_20220422T102754_20220422T102822_042885_051E8A_20C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220422T102754_20220422T102822_042885_051E8A_20C9.zip,S1A_IW_SLC__1SDV_20220516T102756_20220516T102824_043235_0529D4_6874,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220516T102756_20220516T102824_043235_0529D4_6874.zip,46,24
S1A_IW_SLC__1SDV_20220422T102754_20220422T102822_042885_051E8A_20C9,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220422T102754_20220422T102822_042885_051E8A_20C9.zip,S1A_IW_SLC__1SDV_20220528T102756_20220528T102824_043410_052F02_7214,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220528T102756_20220528T102824_043410_052F02_7214.zip,46,36
S1A_IW_SLC__1SDV_20220504T102754_20220504T102822_043060_052453_BCCD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220504T102754_20220504T102822_043060_052453_BCCD.zip,S1A_IW_SLC__1SDV_20220516T102756_20220516T102824_043235_0529D4_6874,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220516T102756_20220516T102824_043235_0529D4_6874.zip,153,12
S1A_IW_SLC__1SDV_20220504T102754_20220504T102822_043060_052453_BCCD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220504T102754_20220504T102822_043060_052453_BCCD.zip,S1A_IW_SLC__1SDV_20220528T102756_20220528T102824_043410_052F02_7214,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220528T102756_20220528T102824_043410_052F02_7214.zip,153,24
S1A_IW_SLC__1SDV_20220504T102754_20220504T102822_043060_052453_BCCD,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220504T102754_20220504T102822_043060_052453_BCCD.zip,S1A_IW_SLC__1SDV_20220609T102758_20220609T102825_043585_05342E_B461,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220609T102758_20220609T102825_043585_05342E_B461.zip,262,36
S1A_IW_SLC__1SDV_20220516T102756_20220516T102824_043235_0529D4_6874,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220516T102756_20220516T102824_043235_0529D4_6874.zip,S1A_IW_SLC__1SDV_20220528T102756_20220528T102824_043410_052F02_7214,https://datapool.asf.alaska.edu/SLC/SA/S1A_IW_SLC__1SDV_20220528T102756_20220528T102824_043410_052F02_7214.zip,0,12
